,amenity,name,geometry,lon,lat
344,bank,Metrobank,POINT (125.1708318 6.1191518),125.1708318,6.1191518
345,bank,Metrobank,POINT (125.1797435 6.1075132),125.1797435,6.1075132
346,bank,Ficco,POINT (124.7489966 7.745507),124.7489966,7.745507
347,bank,PNB,POINT (125.1864597 6.1169515),125.1864597,6.1169515
348,bank,RCBC Savings Bank,POINT (125.1720965 6.1101721),125.1720965,6.1101721
349,bank,RCBC,POINT (125.1720066 6.1103989),125.1720066,6.1103989
350,bank,Philippine National Bank,POINT (122.9984122 8.237980200000001),122.9984122,8.2379802
351,bank,Security Bank,POINT (123.8440337 8.145023500000001),123.8440337,8.1450235
352,bank,1st Valley Bank,POINT (122.9992771 8.2433794),122.9992771,8.2433794
353,bank,PNB,POINT (124.6435343 8.478285100000001),124.6435343,8.4782851
354,bank,China Bank,POINT (125.4557476 7.1905719),125.4557476,7.1905719
355,bank,Development Bank of the Philippines,POINT (125.0605037 6.2182219),125.0605037,6.2182219
356,bank,Enterprise Bank Inc.,POINT (125.1708647 6.1114883),125.1708647,6.1114883
357,bank,Metrobank,POINT (125.0908483 7.9053722),125.0908483,7.9053722
358,bank,Landbank,POINT (124.2690414 7.374699),124.2690414,7.374699
359,bank,Banco de Oro,POINT (124.6787064 6.6891655),124.6787064,6.6891655
360,bank,Orix Metro Leasing and Financing Corporation,POINT (124.6741027 6.6867559),124.6741027,6.6867559
361,bank,CBI Corporation,POINT (124.6714606 6.6932516),124.6714606,6.6932516
362,bank,RCBC,POINT (124.6776619 6.6898769),124.6776619,6.6898769
363,bank,Bank of the Philippine Islands,POINT (124.6785647 6.6878079),124.6785647,6.6878079
364,bank,UCPB,POINT (122.1403982 6.6597657),122.1403982,6.6597657
365,bank,Landbank,POINT (119.772592 5.0313168),119.772592,5.0313168
366,bank,PNB,POINT (119.7733897 5.0315394),119.7733897,5.0315394
367,bank,Metrobank,POINT (119.7724596 5.0306266),119.7724596,5.0306266
368,bank,Tawi-Tawian Entrepreneur Consumer Cooperative,POINT (119.7749611 5.0288082),119.7749611,5.0288082
369,bank,Landbank of the Philippines,POINT (122.5864507 7.7832672),122.5864507,7.7832672
370,bank,Rural Bank of Manukan,POINT (123.0959175 8.5151684),123.0959175,8.5151684
371,bank,Landbank,POINT (123.2274029 8.519076800000001),123.2274029,8.5190768
372,bank,Philippine Business Bank ( Customize ),POINT (125.183056 6.1191351),125.183056,6.1191351
373,bank,Philippine National Bank,POINT (123.77254 7.92331),123.77254,7.92331
374,bank,One Network Bank,POINT (123.77271 7.92439),123.77271,7.92439
375,bank,First Valley Bank,POINT (123.77306 7.92417),123.77306,7.92417
376,bank,Landbank,POINT (125.1455962 6.0776169),125.1455962,6.0776169
377,bank,Pen Bank,POINT (124.6528456 8.480180300000001),124.6528456,8.4801803
378,bank,Rural Bank,POINT (125.5034587 7.0896772),125.5034587,7.0896772
379,bank,One Network Bank,POINT (124.8245517 6.2167618),124.8245517,6.2167618
380,bank,East West Unibank,POINT (124.6379655 8.4795783),124.6379655,8.4795783
381,bank,Rural Bank of Cabadbaran,POINT (124.6431311 8.474783499999999),124.6431311,8.4747835
382,bank,Bank of Commerce,POINT (124.6377825 8.479464999999999),124.6377825,8.479465
383,bank,BDO,POINT (124.6524888 8.4793871),124.6524888,8.4793871
384,bank,Metrobank,POINT (124.6520497 8.4761024),124.6520497,8.4761024
385,bank,Rizal Microbank,POINT (124.6546152 8.478401399999999),124.6546152,8.4784014
386,bank,First Standard Finance Corporation,POINT (124.6346581 8.4862827),124.6346581,8.4862827
387,bank,BDO,POINT (124.6166917 8.5042461),124.6166917,8.5042461
388,bank,"Bukidnon Bank, Inc.",POINT (124.6271015 8.492454800000001),124.6271015,8.4924548
389,bank,Bank of The Philippine Islands,POINT (124.6227248 8.449530599999999),124.6227248,8.4495306
390,bank,Robinsons Bank,POINT (124.6436714 8.4782239),124.6436714,8.4782239
391,bank,Landbank,POINT (125.1105317 7.7153959),125.1105317,7.7153959
392,bank,MSU-IIT National Multi-Purpose Cooperative,POINT (124.2437026 8.2280058),124.2437026,8.2280058
393,bank,Bank of Cabadbaran,POINT (124.643123 8.474769200000001),124.643123,8.4747692
394,bank,Amanah Islamic Bank,POINT (124.2575639 7.9987198),124.2575639,7.9987198
395,bank,Landbank of the Philippines,POINT (124.2766767 8.009039700000001),124.2766767,8.0090397
396,bank,Philippine National Bank,POINT (124.2569328 7.9948978),124.2569328,7.9948978
397,bank,Metro Bank,POINT (124.2392574 8.2280309),124.2392574,8.2280309
398,bank,China Bank,POINT (125.0904236 7.9046369),125.0904236,7.9046369
399,bank,PMPC - Ozamiz City Branch,POINT (123.8423304 8.1462691),123.8423304,8.1462691
400,bank,PNB Bongao,POINT (119.77233 5.0312472),119.77233,5.0312472
401,bank,BDO,POINT (125.2120336 6.787692),125.2120336,6.787692
402,bank,AUB-ASIA UNITED BANK,POINT (125.1259384 8.156495899999999),125.1259384,8.1564959
403,bank,"RBT Bank, Inc.",POINT (124.6186175 8.504215500000001),124.6186175,8.5042155
404,bank,Landbank,POINT (124.7470428 6.3732143),124.7470428,6.3732143
405,bank,Palawan pawnshop,POINT (122.0792886 6.9357797),122.0792886,6.9357797
406,bank,RD pawnshop,POINT (122.0790919 6.9256805),122.0790919,6.9256805
407,bank,Partners rural bank,POINT (124.7484093 6.3741873),124.7484093,6.3741873
408,bank,BDO Network Bank,POINT (125.4971239 7.017679),125.4971239,7.017679
409,bank,Landbank,POINT (124.26769 7.3744499),124.26769,7.3744499
410,bank,PSBank,POINT (125.0920428 7.9052298),125.0920428,7.9052298
411,bank,Amanah Islamic Bank,POINT (124.6366714 8.481327200000001),124.6366714,8.4813272
412,bank,Metrobank,POINT (125.1263891 8.1561675),125.1263891,8.1561675
413,bank,"SecuredBank, Inc.",POINT (124.6368638 8.481564199999999),124.6368638,8.4815642
414,bank,EAST WEST BANK,POINT (123.4375074 7.8255129),123.4375074,7.8255129
415,bank,BDO NETWORK BANK,POINT (125.1246927 8.1579608),125.1246927,8.1579608
416,bank,Peoples Bank,POINT (125.1792504 6.1131835),125.1792504,6.1131835
417,bank,LANDBANK-AGLAYAN,POINT (125.1377056 8.0536452),125.1377056,8.0536452
418,bank,,POINT (125.061561 6.2359918),125.061561,6.2359918
